epoch,acc,loss,val_acc,val_loss
0,0.5578881403728654,0.7102076129332131,0.5290973871733967,0.7482478287327601
1,0.5704997650287974,0.6923971504285831,0.58729216152019,0.6063717535725682
2,0.572693091051044,0.6835314259808508,0.6769596199524941,0.6370757808311535
3,0.5749647501081616,0.6838829900503868,0.3087885985748218,0.7800825422280192
4,0.5909446968790246,0.6732326407483356,0.4744655581947744,0.8238406596161124
5,0.5915713614194572,0.6723144793984809,0.6205463182897862,0.6580569470863161
6,0.596428011906627,0.6679096279352712,0.5534441805225653,0.6004964385066632
7,0.6037913207049357,0.6594252537246709,0.5166270783847982,0.6263963292726712
8,0.6135829547421603,0.6528257442626314,0.5896674584323041,0.6370493216072862
9,0.6230612564811545,0.6526294817338818,0.7684085510688836,0.5424325810192316
10,0.6080213066143207,0.6559622838880768,0.7220902612826603,0.5985389800649358
11,0.6134262885697,0.6575226512389293,0.3141330166270784,0.6902294852671318
12,0.600657997797336,0.6594696338322774,0.7624703087885986,0.6096891665968363
13,0.6212595958200234,0.6427754061397258,0.5451306413301663,0.6254534261243644
14,0.6245495848440552,0.6407414363242234,0.5534441805225653,0.5880064542389822
15,0.621024596584678,0.6483354645146671,0.6312351543942993,0.5581610937582908
16,0.636221212614634,0.629809923583244,0.6733966745843231,0.5386883716968346
17,0.642957856835158,0.6285934931671995,0.5932304038004751,0.578327317843811
18,0.6494595018296747,0.621268259457393,0.6152019002375297,0.5711323985577762
19,0.6541594861537223,0.6186009928777862,0.7001187648456056,0.5479156636851984
20,0.6543944853517155,0.6126152633425399,0.586104513064133,0.5898646617445413
21,0.6574494751777541,0.6091421680513565,0.6062945368171021,0.6026083205488119
22,0.6651261162649552,0.6047450627594108,0.6953681710213777,0.5813439705026404
23,0.6608961303368941,0.6096031781313431,0.6947743467933492,0.5773418263981291
24,0.6637944540371626,0.6056352084414742,0.6276722090261283,0.6015723813457897
0,0.5986213379942398,0.7072638483251428,0.47802850342136666,0.6944644986308952
1,0.6071596428058597,0.6870330813422988,0.63836104527222,0.6297240567320599
2,0.6223562588031326,0.6735606891186693,0.4572446556527371,0.7054490060534443
3,0.6156979476548317,0.6687308313348684,0.6235154391467713,0.6443083812958271
4,0.6256462478365025,0.6572345858473362,0.5795724466973982,0.6279502703571546
5,0.6328528905370552,0.6530171913934804,0.5267220903320721,0.7126928307381492
6,0.6511044962903315,0.6404115242231944,0.6134204276950229,0.6165694809582908
7,0.6478928403478608,0.6363441174855412,0.7565320662251561,0.5693532110959504
8,0.6627761240702483,0.6250321273330833,0.4922802851064188,0.6180827695513564
9,0.6701394329059093,0.6186243573569326,0.7024940618992984,0.621568456681494
