epoch,acc,loss,val_acc,val_loss
0,0.6484257870885743,0.6191331265748351,0.560920830793022,0.5890696397462232
1,0.6608695652710087,0.6056123495816828,0.6603032012189258,0.5429649093658452
2,0.6597451274184094,0.6032934584896426,0.5631667596111801,0.6271536213035733
3,0.6784107945669537,0.5877946895459245,0.565412689299479,0.6151366808118611
4,0.6796101948489314,0.5839940839979066,0.6434587304475667,0.5398876947141109
5,0.6752623687977197,0.5918594157320448,0.6692869173282321,0.559487042468562
6,0.6817091454094139,0.583228008500461,0.5777653006273062,0.6441173735527026
7,0.6730134931997559,0.5887754464971608,0.6586187529403262,0.5877033014233228
8,0.6870314842042536,0.5719319935323952,0.6659180234483894,0.526670439751345
9,0.6931784108482201,0.5666528064271678,0.6445816959777888,0.5584148150157018
10,0.695127436281859,0.5640185566856407,0.6962380692705822,0.5006405743971626
11,0.7017241378774172,0.5560797143911851,0.6546883776173171,0.4982503484401189
12,0.7043478261227014,0.5505033362930504,0.6625491304386874,0.5058251350766685
13,0.7106446776790418,0.5444253187129523,0.6282987079882743,0.5830299547051928
14,0.7107196401441651,0.5462576926290721,0.6636720937266235,0.5423663977757389
15,0.7127436282216519,0.5373195374923488,0.6513194841725447,0.5407763757376374
16,0.7248125937567658,0.5310677919966885,0.6737787762697596,0.4990587193834721
17,0.726836581655528,0.5232357097529936,0.6681639527016179,0.5388332468147428
18,0.728335832119703,0.5162252563139845,0.688377316415745,0.49180861326966774
19,0.7357571214750253,0.5109250128626645,0.6580572705935521,0.5226881121196886
20,0.7389055472800041,0.5059200725991508,0.6552498603656947,0.5452399922849622
21,0.7403298351003312,0.5056455693770384,0.6653565415701526,0.49969468357387653
22,0.7452773613014678,0.5000166728936214,0.6692869173282321,0.504879975238588
23,0.7431784108303476,0.4980699080398594,0.6653565415701526,0.5122237233450277
24,0.7435532233883059,0.49859527195768916,0.6692869177633025,0.5033770387491304
25,0.743928035982009,0.4960907054447877,0.6659180238834598,0.5135848013153912
26,0.7419790105304975,0.4964135967094501,0.6687254354499954,0.49391294894494214
0,0.5782608696188347,0.8961075404237235,0.5193711414489768,0.7897447173278161
1,0.664092953469621,0.7200308021040692,0.46771476882552243,0.7396873873582654
2,0.6760869565038666,0.6735367488110441,0.613138687436598,0.6353355276658252
3,0.6748875562040166,0.6618088893804593,0.5266704116558373,0.7330778305748753
4,0.6879310344291413,0.6388359395102939,0.5317237523082666,0.7065221983552448
5,0.6856821589741571,0.6355030890079453,0.5721504786990453,0.6892323925681224
6,0.6964767616728078,0.6205097405806832,0.6035934881773107,0.6238707199918628
7,0.6945277361498065,0.620560089955623,0.5974171827643993,0.6758339917104208
8,0.7008245877597643,0.6124778559897793,0.65581134324794,0.6069394816246547
9,0.7082458770614692,0.6057899911364336,0.6664795071338416,0.6172309419802238
10,0.7070464767973641,0.6036769542200812,0.7619315001617851,0.5211329180025639
11,0.7112443778468394,0.5982721452412756,0.6333520506487209,0.5926759481296185
12,0.7121439279823646,0.5948397528642657,0.6760247065939307,0.6287883543218541
13,0.7133433282822147,0.5966668969330223,0.6917462111991955,0.5598680467367306
14,0.7157421288819149,0.5855233480547858,0.7147669859778539,0.5727909331841123
15,0.7217391304169102,0.5809090641127533,0.6720943302669129,0.6245974811324237
16,0.7286356821410481,0.5725531355909321,0.7074677159383282,0.565015266311095
17,0.7302098949988564,0.5682975078987396,0.7040988220584854,0.56608779771083
18,0.7302848576069593,0.5658195526703544,0.6676024716600549,0.6049578142661448
0,0.6056221888876747,0.7578591379447319,0.8248175182481752,0.6460665473102654
1,0.6362818590525923,0.7024734736561239,0.44918585071263856,0.8143164174132371
2,0.6251874062968515,0.6914061960966691,0.49859629422509893,0.6688501487147734
3,0.6335832083779297,0.6759691489511344,0.5906793936325686,0.572085593872563
4,0.631784107946027,0.6584486161572286,0.7383492419988771,0.5497289382126277
5,0.606071964017991,0.6764713940234377,0.5901179113527284,0.5854268413390556
6,0.6323838080959521,0.6590279266573321,0.5788882650531189,0.5813059069212068
7,0.6185907046655487,0.6579788523456682,0.2184166199434078,0.7004801603530914
8,0.5426536731634183,0.6900109147024656,0.8826501965188096,0.6792139463181043
